"name";"school";"X";"Y"
"公共厕所";"大学城中环西路城市公园";"49562.71567";"20475.42375"
"广州市城市管理综合执法局番禺分局小谷围街中队停车场";"国医西路与康陵路交叉口西北160米";"49591.77704";"20212.04605"
"南汉二陵博物馆康陵保护性设施工程项目部";"[]";"49411.27046";"20382.28407"
"广州市城市管理综合执法局小谷围街中队";"康陵路";"49622.35487";"20200.76142"
"小桔长征云充番禺南汉二陵博物馆充电站";"大学城华师一路8号";"49742.62797";"20285.42228"
"怪兽充电(南汉二陵博物馆)";"大学城国医西路";"49760.67183";"20430.11233"
"华南师范大学(大学城校区)";"外环西路378号";"49365.10749";"21008.24099"
"楠园(大学城华师二路)";"外环西路378号华南师范大学大学城校区";"49694.58594";"20823.29548"
"北亭村大街站(公交站)";"332路;35路;361路;380路内环;380路外环;565路;86路;夜103路;大学城环线2路";"49030.8956";"20956.99857"
"星海学院(公交站)";"383路;801路;B25路;夜48路;夜50路;大学城专线2路;大学城专线4路;大学城环线1路;大学城环线2路;番201路";"49518.78402";"21228.56297"
"南汉二陵(德陵)";"北亭村大街东200米";"49117.81183";"21140.47019"
"砚湖";"大学城西五路附近";"49242.64164";"20773.02925"
"星海音乐学院大学城校区运动场";"外环西路398号星海音乐学院大学城校区中环西路附近";"49601.56188";"21224.71644"
"华南师范大学众创空间";"大学城外环西路378号华南师范大学(大学城校区)内";"49677.1656";"21119.05165"
"蝴蝶亭";"外环西路378号华南师范大学大学城校区附近";"49322.09278";"21021.57448"
"厚大司法考试中心";"青蓝街36附近";"49144.59277";"20855.92563"
"青春忆栈(广大华师店)";"青云大街21巷12号";"49034.93138";"20878.51631"
"花苑公寓(广州大学城华师店)";"青云大街21巷14号";"49026.11146";"20897.37171"
"大学城中二横路";"番禺区";"49703.92961";"21149.49348"
"华师天桥";"番禺区";"49519.41528";"20950.76109"
"勷勤路";"番禺区";"49298.27479";"20902.02036"
"时尚精品公寓(广州华师大学城店)";"大学城北亭青云大街19巷16号";"49020.98186";"20902.75809"
"明神眼镜";"华师三路生活北区";"49658.06863";"21052.4308"
"辉记式味鲜";"北亭村青云大街21巷12号号103号云吞";"49025.39124";"20860.07917"
"麻薯很忙（华师店）";"华南师范大学大学城校区后勤综合楼书吧1层";"49638.47263";"21094.48569"
"碗碗香面食店";"大学城云程大街与北亭村大街交叉口西南20米";"49023.95408";"20860.38903"
"华南师范大学大学城校区学北生活区";"外环西路378号华南师范大学大学城校区生活区";"49678.5989";"21010.59424"
"谷点点烘焙(大学城店)";"小谷围街北亭村青云大街十九巷16号201";"49022.11516";"20894.37257"
"华南师范大学大学城校区学北19栋";"外环西路378号华南师范大学大学城校区外环西路387附近";"49798.12765";"21235.59306"
"星海音乐学院大学城校区学生公寓B";"外环西路398号星海音乐学院大学城校区星海东路星海生活区附近";"49748.74316";"21279.16505"
"星海音乐学院大学城校区学生公寓D";"大学城中环西路与大学城星海西路交叉口东南140米";"49652.06545";"21188.8005"
"星海音乐学院大学城校区学生公寓E";"大学城外环西路394号";"49668.35548";"21150.76196"
"华南师范大学大学城校区学北12栋";"外环西路378号华南师范大学大学城校区外环西路387附近";"49755.1093";"21136.63504"
"华南师范大学大学城校区教工公寓1栋";"外环西路378号";"49781.93533";"20808.21646"
"小谷围派出所星海音乐学院大学城校区警务室";"大学城中环西路与大学城星海西路交叉口东南160米";"49680.25368";"21214.25813"
"鸿星健身俱乐部(华师店)";"外环西路378号华南师范大学大学城校区生活北区后勤综合楼翰圆3层";"49628.70815";"21108.55496"
"粤安驾校华师报名点";"华南师范大学北区后勤综合楼1层自编101";"49669.12914";"21094.67426"
"大宇文印中心";"大学城华南师范大学北生活区广场105铺";"49611.89105";"21067.23216"
"北亭村大街-路侧停车位";"北亭村大街";"49039.65924";"20906.80364"
"益禾堂(番禺大学城华师北区店)";"华南师范大学大学城校区后勤综合楼2层";"49607.08412";"21118.83304"
"星海音乐学院学生公寓E";"大学城外环西路394号附近";"49642.12136";"21154.10638"
"华南师范大学停车场(出入口)";"外环西路378号华南师范大学大学城校区华南师范大学大学城校区学南1栋附近";"49690.23158";"20747.73689"
"楠园";"[]";"49695.85787";"20841.25678"
"清华园画室";"华师校内";"49749.56229";"20747.25197"
"广东省法学会社会法学研究会";"青蓝街36附近";"49144.59277";"20855.92563"
"龙翔时尚精品房";"华南师范大学大学城校区西门对面北亭村大街公交站旁";"49027.40716";"20916.28935"
"北区印之友";"外环西路378号华南师范大学大学城校区生活北区后勤综合楼1层105";"49673.28359";"21108.19173"
"北亭村大街与大学城云程大街交叉口";"番禺区";"49044.16553";"20880.48532"
"西亚兴安(华师北分店)";"大学城外环西路387号";"49679.8863";"21120.55568"
"广东省法学会信息通信法学研究会";"青蓝街36附近";"49144.59277";"20855.92563"
"友诚复印(暂停营业)";"大学城北(地铁站)E1口步行812米";"49658.56941";"21043.51012"
"华南师范大学法学院高校法制研究中心";"青蓝街36附近";"49144.59277";"20855.92563"
"Alice造型";"大学城中二横路与大学城中环西路交叉口东120米";"49663.1502";"21053.41817"
"广州诚岩五金店";"云程大街2号";"49023.64405";"20781.45563"
"利天通信(大学城中二横路)";"大学城外环西路378号华南师范大学大学城校区后勤综合楼1层105";"49651.51198";"21108.37652"
"星海音乐学院自行车租赁点";"大学城中环西路华南师范大学(大学城校区)";"49512.75106";"21247.43597"
"广州市番禺区小谷围驾驶培训服务部";"云程大街金榜公寓东侧约120米";"49028.43501";"20816.43587"
"华南师大教育发展音乐艺术培训中心";"华南师范大学大学城校区后勤综合楼2层";"49639.51148";"21115.52673"
"小谷围车管家服务店";"广州市番禺区北亭村大街附近";"49021.55443";"20888.42002"
"车管家";"云程大街中段附近";"49033.45886";"20894.01741"
"大学城芯维电脑(华师店)";"大学城华南师范大学北区综合楼101";"49665.27991";"21110.05474"
"华鑫贸易";"青云大街32巷3号";"49021.17044";"20764.97428"
"学恩堂眼镜(大学城店)";"大学城中二横路与大学城中环西路交叉口东北160米";"49673.36569";"21107.34235"
"小谷围街安全社区心理健康促进中心";"外环西路378号华南师范大学大学城校区附近";"49416.03744";"20798.42323"
"星海音乐学院综治信访维稳工作站";"大学城中二横路与大学城星海东路交叉口西南140米";"49685.1151";"21222.99942"
"广州衣语定制服装有限公司";"大学城华南师范大学后勤综合楼四楼";"49623.64037";"21141.35063"
"广州琴小二乐器贸易有限公司";"大学城外环西路398号星海音乐学院大学城校区学生公寓D众创空间";"49653.09501";"21188.7006"
"华南师范大学大学城校区家教中心";"外环西路378号华南师范大学大学城校区番禺广场";"49173.95202";"21032.3491"
"广州星河文拓教育科技有限公司";"大学城外环西路394号后勤综合楼3层";"49646.13897";"21112.27419"
"怪兽充电(华师翰园)";"大学城外环西路378号华南师范大学翰园食堂楼下";"49614.3789";"21067.6724"
"怪兽充电(鸿星健身俱乐部华师店)";"外环西路378号华南师范大学大学城校区生活北区后勤综合楼翰圆3层";"49628.70815";"21108.55496"
"华南师范大学大学城校区第二演讲厅";"大学城外环西路378号华南师范大学大学城校区华南师范大学大学城校区公共管理学院附近";"49159.34524";"20731.08603"
"华南师范大学大学城校区-第一演讲厅";"外环西路378号华南师范大学大学城校区";"49125.06048";"20767.63174"
"华南师范大学文1栋";"青蓝街36附近";"49140.40773";"20866.09833"
"华南师范大学大学城校区主教学楼";"外环西路378号华南师范大学大学城校区";"49339.01555";"21108.68528"
"华南师范大学大学城校区-田径场(大学城华师二路)";"大学城华师一路与大学城中环西路交叉口东北120米";"49620.79158";"20731.79976"
"华南师范大学大学城校区运动场";"外环西路378号华南师范大学大学城校区";"49622.23408";"20773.23949"
"华南师范大学大学城校区心理咨询研究中心";"外环西路378号华南师范大学大学城校区";"49415.94742";"20798.95384"
"华南师范大学大学城校区档案馆";"外环西路378号华南师范大学大学城校区勷勤路附近";"49453.18027";"20851.98092"
"华南师范大学大学城校区门诊部";"外环西路378号华南师范大学大学城校区";"49603.40063";"21107.65564"
"华南师范大学大学城校区南区篮球场";"外环西路378号华南师范大学大学城校区学南1栋附近";"49683.00982";"20731.22637"
"华南师范大学大学城校区学生食堂";"外环西路378号华南师范大学大学城校区华师二路附近";"49720.51092";"20811.66304"
"华南师范大学(大学城校区)-文科楼";"青蓝街36附近";"49130.62756";"20792.31209"
"华南师范大学大学城校区后勤综合楼";"大学城外环西路378号华南师范大学大学城校区";"49638.13026";"21109.78151"
"梁氏宗祠";"北亭大街87号";"48673.11836";"20767.29517"
"青云里";"番禺区";"48921.5408";"20859.01544"
"外环西路总站(公交站)";"252路;北区至青创汇;大学城环线2路";"48496.50906";"20791.17364"
"北亭村";"番禺区";"48699.78886";"20769.05272"
"大道仿";"番禺区";"48914.83207";"21232.81575"
"外环西路总站(青创汇)(公交站)";"252路";"48470.44628";"20805.5673"
"广州向日葵之家青年旅舍";"大学城北亭村竹园大街12号";"48937.7439";"20942.08393"
"天宜超市";"北亭村公交站附近";"48939.48525";"20987.24434"
"幸福小筑公寓";"大学城北亭村北亭大街青云大街17巷8号201";"49008.89925";"20910.75756"
"公共厕所";"大学城外环西路358号附近";"48810.43985";"21047.96062"
"公共厕所";"北亭大街小谷围街北亭童星幼儿园东北侧";"48729.44619";"20791.33166"
"大学城天天公寓";"大学城云程大街与北亭村大街交叉口西北40米";"49013.57612";"20907.91801"
"金榜公寓";"北亭村青云大街二十四巷十六号二屋";"48882.13368";"20784.94075"
"北亭村元始梁公祠";"北亭大街85号";"48710.3639";"20829.13961"
"老同学酒吧";"北亭村大街7号101";"48928.33112";"21003.53589"
"智简AI公寓";"大学城云程大街与北亭村大街交叉口西北100米";"48983.47486";"20959.15027"
"华南师范大学环境学院";"大学城外环西路";"48778.70288";"21228.57884"
"乐满精品公寓";"大学城北亭村青云大街32-2号(近中部枢纽公交站)";"48993.74545";"20766.08038"
"南穗公寓";"北亭村大街与大学城云程大街交叉口西南140米";"48989.10658";"20753.83505"
"999公寓(华师广大店)";"青云大街25巷9号";"49015.18716";"20835.68888"
"广州大学城顺景公寓";"北亭村青云大街13巷15号(华师对面北亭大街公交站50米)";"48972.59337";"20932.4185"
"广州美乐公寓";"北亭村青云大街二十一巷1号(华南师范大学西门斜对面)";"48954.48343";"20826.60434"
"广州大学城榻榻米公寓";"北亭村青云大街33号";"49007.48698";"20766.69607"
"广州大学城榻榻米公寓";"北亭村青云大街33号";"49007.48698";"20766.69607"
"广州星影公寓";"番禺大学城北亭村竹园大街1号";"48923.76173";"21023.16124"
"威海连锁公寓";"北亭村大街与广场路交叉口西80米";"48682.42478";"21096.14769"
"广州子轩公寓";"大学城北亭村青云大街24巷10号";"48867.46156";"20767.64073"
"小洲路";"番禺区";"48439.41487";"21130.87929"
"广州大学城吉祥公寓";"北亭村青云大街二十七巷6号(好多多超市旁)";"49006.19346";"20797.70821"
"广州豌豆公寓";"小谷围北亭村云程大街8-1";"48981.11056";"20760.15985"
"广州大学城乐豪租房";"小谷围北亭村青云大街30巷3号";"48996.34392";"20775.12618"
"广州大学城友情驿站";"大学城北亭村云程大街三十二巷1号";"48974.31224";"20744.07685"
"东林梁公祠";"北亭大街69号";"48831.96291";"20958.85572"
"广州天宜公寓";"小谷围街道北亭大街青云竹园大街5号";"48945.11596";"21010.33193"
"广州智慧家民宿";"大学城北亭村云程大街26-5号";"48846.11836";"20731.07153"
"广州智简民宿BT";"大学城云程大街与北亭村大街交叉口西北120米";"48959.29272";"20949.54666"
"广州伊童公寓";"小谷围街道北亭村青云大街21巷7号之一";"48999.04205";"20883.71348"
"广州白金公寓";"北亭大街62号之一";"48891.5664";"20828.12953"
"广州声美之家";"大学城北亭大街一巷4号";"48785.37761";"20890.7917"
"广州大学城常裔连锁公寓";"广州大学城北亭村云程大街24-2号";"48857.2506";"20726.35953"
"广州高级雅园公寓";"北亭村北亭大街59号(小谷围街)";"48834.00227";"20978.6279"
"广州大学城北京公寓";"大学城北亭村云程大街79号";"48869.90661";"20733.13005"
"广州开心豪华公寓";"竹园大街自编9号(北亭大街公交车站旁)";"48941.67426";"20983.96453"
"广州大学城999连锁公寓";"大学城北亭村青云大街21巷8号(近北亭村大街公交站)";"49016.65104";"20873.8358"
"广州广州宝家公寓";"北亭村大街外环西路378号";"48987.43568";"21064.55968"
"华南师范大学大学城校区停车场6";"外环西路378号华南师范大学大学城校区";"48949.70693";"21112.02734"
"化隆牛肉面";"北亭村小谷围街北亭大街一巷1号";"48763.83355";"20891.82775"
"梦缘住宿(大学城北亭大街)";"青云大街二巷1号";"48812.78681";"20930.58564"
"番禺区图书馆小谷围街分馆";"[]";"48476.96911";"21080.54213"
"广州唯乐hotel";"广州大学城北亭村云程大街6号";"48992.756";"20759.48785"
"北亭广场";"大学城外环西路368号";"48615.73302";"20978.98507"
"顺景租房(北亭村大街)";"北亭大街15巷附近";"48974.94239";"20952.19255"
"腾云豪华租房";"北亭村大街13号附近";"48949.77878";"20977.85277"
"可可公寓";"北亭村大街与广场路交叉口东南240米";"48945.72627";"20985.0518"
"刹那间";"小谷围街北亭村青云大街1号101";"48802.26018";"20943.05655"
"习院公寓(广州大学城北亭店)";"青云大街1巷1号";"48855.16217";"20941.3635"
"固原金佳翔公寓(店)";"大学城北亭村大街18号(华师对面)";"48842.46823";"20991.21567"
"星影租房(勷勤路分店)";"北亭村大街73号";"48925.52678";"21027.74021"
"南穗之家民宿";"云程大街2号1栋103号";"48991.24729";"20761.07206"
"青创居公寓(广州北亭广场店)";"广州市番禺区大学城小谷围北亭大街一巷五号";"48785.75089";"20889.20049"
"200间租房";"大学城北亭大街106号";"48707.92853";"20793.4302"
"广州番禺区随缘公寓";"大学城北亭村青云大街24巷1号";"48986.60029";"20794.18823"
"广场路";"番禺区";"48430.40436";"20809.7828"
"北亭大街";"番禺区";"48658.51593";"21118.31011"
"华南师范大学大学城校区理4栋";"大学城外环西路378号华南师范大学大学城校区";"48908.15467";"21229.90629"
"北亭";"大街一巷6号";"48747.88034";"21088.79512"
"华南师范大学大学城校区信息光电子科技学院";"外环西路378号华南师范大学大学城校区";"48822.57529";"21212.38205"
"广州大学城如意楼旅馆";"大学城小谷围镇北亭村北亭大街73号";"48779.12474";"20913.27487"
"智简民宿(广州大学城店)";"北亭村青云竹园大街16号";"48964.75311";"20945.01216"
"兴源公寓(大学城北亭店)";"大学城北亭村金榜培训学校旁";"48863.81058";"20786.84648"
"广州大学城友情公寓(勷勤路分店)";"大学城北亭村云程大街三十二巷1号";"48984.52186";"20764.53638"
"广州漫步天下公寓(蝴蝶亭分店)";"广场路与北亭村大街交叉口南180米";"48815.04002";"20958.9641"
"好口福东北菜(广场路店)";"北亭大街番禺YH城东侧约60米";"48816.78814";"20937.94043"
"梦缘楼租房(大学城北亭大街)";"青云大街二巷1号";"48809.5788";"20934.39035"
"语韩香.石锅拌饭";"小谷围街北亭村青云大街十二巷16号104";"48838.80408";"20839.59692"
"一道私房菜";"小谷围街北亭村青云大街24巷15号101";"48880.31293";"20782.27372"
"柠檬炸鸡(北亭大街店)";"小谷围街北亭村北亭大街自编128号之一101";"48631.44888";"20726.77657"
"李记烧烤(小贝岗)";"北亭村竹园大街5号";"48940.21681";"21012.53273"
"窑鸡馆(大学城店)";"小谷围街北亭村青云大街11号101";"48975.68568";"20874.11499"
"日式肥牛饭";"小谷围街北亭大街76号107-1";"48632.11759";"20741.22835"
"向日葵炸鸡";"小谷围街北亭村竹园大街自编12号101";"48968.20903";"20955.33816"
"小谷围街北亭童星幼儿园";"北亭大街87号";"48689.00718";"20754.64494"
"美好家公寓";"大学城云程大街14附近";"48948.04592";"20754.43234"
"花苑";"北亭村青云大街21巷14号";"49018.84088";"20899.66413"
"大家乐餐馆(北亭大街店)";"北亭大街79附近";"48735.28892";"20852.02693"
"金牌烧鸡";"小谷围街北亭村北亭大街45号102号铺";"48665.31767";"21122.0702"
"叫了只炸鸡(大学城总店)";"小谷围街道北亭村青云大街二十一巷12号101";"49017.29915";"20879.15149"
"广州市柒天公寓";"小谷围街青云大街十九巷14号";"49004.01833";"20917.84523"
"二哥韩式紫菜包饭&饭团";"小谷围街北亭村北亭大街自编76号101号铺";"48643.07641";"20758.61174"
"东北丰饺子馆(北亭店)";"北亭大街农商行";"48757.42119";"20882.97089"
"韩小屋烤肉饭(大学城店)";"[]";"48620.58697";"20725.75366"
"云南过桥米线";"小谷围街北亭村青云大街25巷4号101";"48975.71565";"20775.63669"
"小谷围鹏美粮油";"北亭大街81号";"48734.23772";"20859.56307"
"广州市番禺区小谷围街文化站北亭村文化室";"北亭大街69号";"48831.78893";"20947.70003"
"小鹏汇天停车场";"大学城外环西路318号";"48462.38322";"20825.8083"
"农家湘村美食广场(大学城北店)";"北亭村青云大街25号巷10号之2西5路路边";"49007.02031";"20822.67815"
"俊朗粮油杂货店";"北亭村北亭市场";"48744.73552";"20800.24307"
"FitnessCook·健康餐荞麦面";"小谷围街北亭村青云大街1号101";"48851.32929";"20949.09504"
"麦禾炒饭";"小谷围街北亭村云程大街8号之二106铺";"48694.87838";"20783.25776"
"味感小厨·私房小炒";"小谷围街北亭村青云大街二十六巷1号101";"48996.38036";"20784.89986"
"二师兄烤肉饭";"小谷围街北亭村青云大街7号101";"48824.83309";"20995.88776"
"南北汇卤肉卷烤肉拌饭";"小谷围街北亭村云程大街2号102";"48984.05747";"20741.69343"
"骨香砂锅粉";"小谷围街道北亭村北亭大街自编76号102之13";"48636.43572";"20761.33295"
"干饭将干锅焖饭";"小谷围街北亭村北亭大街自编76号107-10";"48643.07641";"20758.61174"
"一日三餐私房菜";"小谷围街北亭村云程大街自编82号102";"48867.99485";"20789.10311"
"鲜碗云吞";"小谷围街北亭村青云大街21巷12号103";"48976.58971";"20765.12499"
"蛋加肉肠粉";"[]";"48713.49033";"20817.89809"
"老长沙家常菜";"大学城云程大街与北亭村大街交叉口西南200米";"48868.72795";"20789.53256"
"老人餐厅";"广场路与北亭村大街交叉口东南180米";"48827.15668";"20956.489"
"阿呆炒饭";"[]";"48637.02279";"20726.81085"
"知派·哎哟牛拌饭";"[]";"48640.07111";"20737.34666"
"捞得意";"大学城云程大街与北亭村大街交叉口西南200米";"48858.68149";"20783.94663"
"睿力健身";"广州市大学城北亭村大街真美圣摄影二楼";"48959.20676";"21012.5433"
"小袁水果店";"小谷围街北亭村北亭大街85号之二北亭临摆点03档";"48751.29147";"20798.26496"
"鲜香花甲粉";"小谷围街北亭村北亭市场内87号档口";"48745.61036";"20777.30206"
"三叔粥铺(大学城总店)";"小谷围街北亭村北亭大街自编76号105之6";"48627.75934";"20727.8162"
"广州大学城北亭村博源楼";"大学城北亭村北亭大街71号";"48802.85916";"20929.78094"
"立介摄影(大学城北亭店)";"大学城西五路3号";"48929.28915";"21004.71036"
"一品香脆皮烧鸡";"小谷围街北亭村北亭大街45号102";"48838.55428";"20983.22399"
"相约DIY蛋糕坊";"北亭村大街与广场路交叉口东南150米";"48838.25389";"21004.36287"
"时光茶匠";"北亭村大街(华南师范大学西南侧)";"49002.3244";"20791.52288"
"润能西饼屋";"北亭村北亭大街1巷1号";"48765.3655";"20899.48603"
"御味黄焖鸡米饭";"小谷围街北亭村云程大街二十七巷2号104铺";"49000.50339";"20792.99895"
"擂初味擂椒拌饭";"北亭大街小谷围街北亭童星幼儿园西侧";"48640.41509";"20738.7298"
"失控猫元气烧肉饭";"云程大街2号";"48991.47061";"20745.13849"
"先进光电子研究院停车场";"西五路";"48960.1966";"21098.06876"
"一葱牛油拌饭";"小谷围街北亭村北亭大街自编76号107号";"48643.07641";"20758.61174"
"这条街牛腩饭";"小谷围街北亭村北亭大街大街86号101";"48693.54816";"20808.63935"
"广州农商银行(北亭分理处)";"新造镇北亭村北亭大街77号之2";"48756.88107";"20886.15459"
"北方面馆(北亭大街店)";"大学城北亭牌坊直入10米青云大街3号";"48865.3575";"20936.32696"
"北亭大街与小洲路交叉口";"番禺区";"48568.44193";"21152.49519"
"BOOM BOOM SHRIMP室内钓虾馆";"北亭大街87号";"48638.52306";"20733.19405"
"金蔷薇照相馆";"大学城北亭村北亭村北亭大街78号(农商银行)";"48774.64852";"20924.18946"
"千里马数字人才基地";"广场路与北亭村大街交叉口西南140米";"48639.44426";"21027.78649"
"唯客手工披萨";"小谷围街北亭村青云大街13号一楼";"48827.34568";"20939.17394"
"茹燚功能训练馆";"大学城北亭村竹园大街自编1号";"48916.03654";"21015.46481"
"北亭村市场";"小谷围街道北亭村大街73号村心公园";"48760.77694";"20802.04147"
"智慧家";"小谷围街道北亭村云程大街26-5";"48843.9589";"20727.23387"
"一纸鸡锡纸烧肉饭(番禺大学城店)";"小谷围街北亭村青云大街二十二巷102铺";"48969.5866";"20807.25651"
"啊一柠檬茶(大学城北亭店)";"小谷围街北亭村北亭大街自编76号101号之一";"48641.13236";"20738.52175"
"综辉腾商贸商行";"北亭大街77号";"48746.49881";"20875.36109"
"小谷围街文化站翰林分站";"大学城外环绿道番禺YH城西北侧约80米";"48467.36986";"21076.3399"
"华南师范大学大学城校区停车场";"北亭村大街北200米";"49026.41368";"21187.82045"
"北亭村大街与广场路交叉口";"番禺区";"48756.99891";"21119.34083"
"台湾手抓饼-烤冷面(大学城店)";"小谷围街北亭村青云大街二十四巷自编十二号102";"48865.2126";"20756.04749"
"校友快印中心";"小谷围街道方成文印北亭大街站";"49018.65608";"20892.22661"
"兔喜快递超市";"北亭大街番禺YH城东侧约70米";"48841.4943";"20947.86596"
"金络堂按摩养生";"大学城北亭村竹园大街9号";"48975.11406";"21000.63661"
"JOY RUNNING";"小谷围街道北亭广场YH城E135商铺";"48567.63284";"20841.6471"
"DDLHouse大滴乐文化站";"大学城外环绿道北侧约60米";"48460.72704";"21070.66856"
"广艺超市(北亭大街店)";"大学城北亭大街73号广艺超市";"48782.84809";"20921.90274"
"大学城文联活动室(翰林苑)";"小洲路与大学城外环西路交叉口西南60米";"48447.21519";"21079.29675"
"YH城";"大学城外环西路与小洲路交叉口南180米";"48613.20267";"20980.98796"
"畉鱼·小锅鱼饭(无骨烤鱼店)";"小谷围街北亭村北亭大街自编76号102号铺03";"48643.07641";"20758.61174"
"C+全麦现烤沙拉三明治(大学城店)";"北亭大街114号";"48578.20832";"21022.2043"
"张氏女子痛经调理中心";"小谷围街北亭村青云大街五巷7号之二";"48825.45029";"20987.49901"
"添福超市";"北亭村北亭大街75号";"48769.65987";"20918.6346"
"想象音乐工作室";"青云大街21巷-12";"49002.16776";"20926.43882"
"顺德人开的快餐店";"广州大学城金榜公寓3号房";"48867.06586";"20789.0974"
"味之香中式快餐";"小谷围街北亭村北亭大街110号102铺";"48635.15137";"20942.24112"
"小鹏汇天停车场(入口)";"大学城外环西路318号";"48460.90909";"20824.63066"
"宫音教育";"北亭村大街7号501号";"48942.40447";"20988.43088"
"聚音音乐考研";"北亭大街3号";"48911.90321";"21002.79743"
"星之海音乐考研";"小谷围街道北亭村北亭大街一巷1号";"48767.50989";"20890.25686"
"大学城外环西路与广场路交叉口";"番禺区";"48419.86872";"20796.96999"
"起跑儿童体适能运动馆";"大学城北亭竹园大街9号2楼";"48968.73627";"20989.01778"
"怡宝桶装水(北亭大街店)";"大学城北亭大街55号青云牌坊";"48825.96852";"20995.89475"
"怡宝桶装水(北亭大街店)";"大学城北亭大街55号青云牌坊";"48825.96852";"20995.89475"
"乐透鼎便利店";"北亭大街公交站对面";"49012.32639";"20915.77165"
"华南师范大学环境研究院";"华南师范大学大学城校区理三栋";"48753.46086";"21238.62229"
"艺术培训中心";"大学城云程大街与北亭村大街交叉口西北100米";"48978.62929";"20951.04665"
"红砖厂画室";"北亭村大街1号附近";"48927.35172";"21005.65456"
"粤港环境与科学教育研究中心";"外环西路378号华南师范大学大学城校区华南师范大学大学城校区信息光电子科技学院附近";"48777.77364";"21232.71635"
"德元教育";"北亭村大街与广场路交叉口东南220米";"48957.37519";"21013.59438"
"华南师范大学大学城校区绿色光电子技术协同创新中心";"外环西路378号华南师范大学大学城校区外环西路376附近";"48966.52404";"21153.35028"
"小谷围街北亭村婚育文化室";"北亭大街21巷附近";"48691.85382";"20773.67817"
"黑龙江饺子馆(北亭村大街店)";"北亭村青云大街21巷12号";"49016.15606";"20874.68263"
"功学社khs折叠车";"大学城外环西路366附近";"48636.30354";"21013.53168"
"北亭大街与大学城外环西路交叉口";"番禺区";"48568.44193";"21152.49519"
"食色物语";"北亭大街番禺YH城东南侧";"48787.47556";"20904.61503"
"瑜知甜品(北亭店)";"北亭大街81号";"48737.86338";"20864.25965"
"瑞洲粮油粮食杂经营部(北亭菜市场店)";"北亭路85号后北亭市场";"48740.17321";"20791.07894"
"北亭广场南停车场(入口)";"广场路与大学城外环西路交叉口东南40米";"48469.62952";"20830.84585"
"北亭村大街与大学城外环西路交叉口";"番禺区";"48573.44463";"21187.69011"
"MC王牌炒饭(炒粉糖水包点美食店)";"小谷围街北亭村云程大街6号之三";"48982.80086";"20732.65591"
"实惠百货店(北亭大街十三巷店)";"大学城北北亭村青云大街九巷1号";"48891.77032";"20911.09944"
"想家(大学城北亭村分店)";"云程大街28巷16号之1";"48985.09604";"20766.87704"
"兴胜商行";"北亭大街番禺YH城东南侧约30米";"48757.82673";"20915.90595"
"金墨墨掌柜";"小谷围街道青云大街一街一巷一号玫瑰庄园";"48864.93386";"20981.58027"
"广州市番禺区小谷围蔓南鲜花店";"北亭村北亭大街51号";"48881.78728";"20949.60109"
"中美环境污染治理与修复研究中心";"外环西路378号华南师范大学大学城校区华南师范大学大学城校区信息光电子科技学院附近";"48777.77364";"21232.71635"
"阳光公寓(广州大学城店)";"大学城北亭村云程大街22号之9";"48827.00143";"20730.10408"
"广州大学城(广工)科技成果转化中心";"小谷围大街大学城外环西路318号1栋209室";"48596.41397";"21036.33932"
"小谷围街北亭公共服务站";"大学城北亭大街11号附近小谷围街";"48716.8113";"20785.41111"
"蔚然锦和(大学城店北亭店)";"小谷围街北亭村青云大街2号101";"48821.95947";"20942.54031"
"北亭乐社";"[]";"48749.66816";"20770.31563"
"娲塞岛";"[]";"48951.56257";"20979.03232"
"小谷围街北亭村爱心驿站";"小谷围街北亭村北亭大街87号";"48693.55391";"20759.02846"
"广东高校特种功能光纤工程技术研究中心";"北亭村大街北150米";"48966.71728";"21152.82029"
"友谊便利店(水门路店)";"北亭村大街与大学城云程大街交叉口西南160米";"48935.89203";"20759.563"
"各种高中低档烟酒茶";"[]";"48769.84333";"20905.25022"
"番禺区小谷围街新时代文明实践所";"大学城外环西路与小洲路交叉口南40米";"48477.38464";"21080.65092"
"华南师范大学-莱宝研发中心";"北亭村大街与广场路交叉口东200米";"48966.73048";"21153.35155"
"首艺人发型私人订制";"大学城云程大街33号104";"48996.73304";"20774.17248"
"首艺发廊";"大学城北亭村青云大街17号青云牌坊直入30米";"48918.32228";"20903.9326"
"宿舍管理中心(北亭大街店)";"北亭村大街番禺YH城东侧约140米";"48944.19489";"21010.64497"
"博兴冷冻";"大学城北亭大街78号";"48773.89958";"20923.12251"
"大学城林清泉桶装水专卖店(北亭村店)";"大学城北亭村北亭大街75号";"48776.4043";"20907.62772"
"大学城林清泉桶装水专卖店(北亭村店)";"大学城北亭村北亭大街75号";"48776.4043";"20907.62772"
"广州市小谷围街社工服务站";"北亭村北亭大街69号";"48819.38217";"20975.8821"
"留声计划studio";"大学城北亭青云竹园大街7号";"48940.93008";"20991.39638"
"小鹏汇天";"大学城外环西路318号北亭广场C栋";"48520.06297";"20858.56436"
"文铨武德科技";"北亭广场E112";"48705.07432";"21023.30337"
"电牛基地";"北亭村大街竹园大街2号";"48912.44758";"21016.39884"
"花苑接待室";"大学城云程大街与北亭村大街交叉口西20米";"49014.88496";"20885.82938"
"广东省水环境生态治理与修复工程技术研究中心";"外环西路378号华南师范大学大学城校区华南师范大学大学城校区信息光电子科技学院附近";"48777.77364";"21232.71635"
